PMID,Sentence,MeSH Term Found,Title/Abstract
39077073,"This study aimed to investigate the association among DM, low-attenuation plaque (LAP) volume, and cardiovascular outcomes across metabolic phenotypes in patients with suspected coronary artery disease (CAD) who underwent coronary computed tomography angiography (CCTA).",Coronary Artery Disease,Abstract
39077072,"While oral anticoagulation therapy remains the standard approach for stroke prevention in nonvalvular AF, left atrial appendage occlusion (LAAO) has emerged as a viable alternative for patients who are intolerant to long-term oral anticoagulation therapy.",Stroke,Abstract
39077068,"Coronary artery atherosclerosis development and progression are related to generic, clinical, and lifestyle factors combined with inflammatory activation.",Sclerosis,Abstract
39076686,Tomosynthesis performance compared to radiography and computed tomography for sacroiliac joint structural damage detection in patients with suspected axial spondyloarthritis.,Arthritis,Title
39076409,Advances in the management of peritoneal carcinomatosis.,Carcinoma,Title
39072466,"Protocol: a randomized parallel-group study of women after hallux valgus correction surgery to compare the effects of ""core foot system"" training vs.",Hallux Valgus,Title
39072464,"Peripheral nerve damages take place as a result of trauma, compression or disease, resulting in sensory loss, impaired motor function and subsequent challenges.",Disease,Abstract
39071113,"Qiagen Ingenuity Pathway Analysis (IPA) highlighted 118 canonical pathways that were significantly modulated by vagal activity, of which 14 had a z-score of ≥2/≤-2, including EIF-2, IL-2, Integrin, and NFAT-regulated cardiac hypertrophy.",Hypertrophy,Abstract
39071113,"IPA revealed the effect of efferent vagus stimulation on protein synthesis, autophagy, fibrosis, autonomic signalling, inflammation, and hypertrophy.",Fibrosis,Abstract
39070858,Colonic Mucormycosis in Fistulizing Crohn's Disease.,Disease,Title
39070858,"Gastrointestinal mucormycosis, a rare fatal fungal infection in an immunocompromised host, affects mainly the stomach.",Mucormycosis,Abstract
39070858,Colonic mucormycosis is infrequent and is associated with high mortality.,Mucormycosis,Abstract
39070858,Perianal involvement is seen in almost one-third of patients with Crohn's disease.,Disease,Abstract
39070858,"Perianal Crohn's disease is a particularly debilitating form of the disease, which requires multidisciplinary care.",Disease,Abstract
39070858,It may also require profound immunosuppression with biological agents to control disease activity.,Disease,Abstract
39070858,Opportunistic infections can complicate the disease course in these patients.,Disease,Abstract
39070858,We present a case of a middle-aged female with perianal Crohn's disease on adalimumab who developed colonic mucormycosis causing a flare in her disease activity.,Disease,Abstract
39070858,This patient highlights the need to increase awareness about fungal infections as a cause of disease flare in inflammatory bowel disease.,Disease,Abstract
39070530,"Although PAD-dependent NETs trigger inflammatory bowel disease, the mechanisms governing the expression of PAD2 and PAD4 are poorly understood.",Disease,Abstract
39070115,"Across the censored covariate literature, different assumptions are made to ensure a complete case analysis produces a consistent estimator, which leads to confusion in practice.",Confusion,Abstract
39070115,We make several contributions to dispel this confusion.,Confusion,Abstract
39070115,"Lastly, we conduct a simulation study to illustrate the performance of a complete case analysis with a right-censored covariate under different censoring mechanism assumptions, and we demonstrate its use with a Huntington disease data example.",Disease,Abstract
39069776,"Being a major part of X-ALD with an incidence of 70-80% of patients, adrenal insufficiency (AI) is a life-threatening condition without timely treatment.",Adrenal Insufficiency,Abstract
39069776,The possibility of developing AI during the whole disease duration and the absence of any predictive factor for AI joining shows the necessity of studying AI in X-ALD patients to optimize current diagnostic and treatment algorithms.,Disease,Abstract
39069362,"The Impact of Coronavirus Disease 2019 on Nursing Education: Evidence, Experience, and Lessons Learned.",Disease,Title
39069362,"This article examines the multifaceted impact of the coronavirus disease 2019 pandemic on nursing education, with a focus on implications for critical care.",Disease,Abstract
39067958,"Treatment outcomes of multidrug resistant tuberculosis (MDR TB) treated with bedaquiline under programmatic management of drug resistant tuberculosis at a tertiary care hospital in Punjab, India.",Tuberculosis,Title
39059992,"We believe that the findings of this study can deliver a strategy about the potential roles of metabolic relation among osteocytes, insulin, and lipid in management of bone and metabolic diseases.",Disease,Abstract
39055904,Biofilms as self-shaping growing nematics.,Tics,Title
39055904,Active nematics are the nonequilibrium analogue of passive liquid crystals.,Tics,Abstract
39055904,"Like liquid crystal molecules in displays, ordering and dynamics in active nematics are sensitive to boundary conditions.",Tics,Abstract
39055904,"However, unlike passive liquid crystals, active nematics have the potential to regulate their boundaries through self-generated stresses.",Tics,Abstract
39055239,Next Steps: Studying Diabetic Foot Infections with Next-Generation Molecular Assays.,Infections,Title
39055239,"In 2019, the International Working Group on the Diabetic Foot voiced six concerns regarding the use of molecular microbiology techniques for routine diagnosis of infection complicating diabetic foot ulcers.",Ulcer,Abstract
39055130,"Patients who are readmitted have an increased risk of in-hospital deaths; hospitals with a higher read-mission rate have a reduced profitability, due to an increase in cost and reduced payments from Medicare and Medicaid programs.",Death,Abstract
39055130,"Predicting a patient's likelihood of being readmitted to the ICU can help reduce early discharges, the risk of in-hospital deaths, and help in-crease profitability.",Death,Abstract
39051062,Papillary thyroid carcinoma (PTC) is the most common form of thyroid cancer.,Carcinoma,Abstract
39045059,"Fibromuscular dysplasia is the most common extra-coronary vascular abnormality identified among these patients, also sharing a common genetic variant with SCAD.",Fibromuscular Dysplasia,Abstract
39036761,Risks and side effects in the medical management of benign prostatic hyperplasia.,Hyperplasia,Title
39036761,Benign prostatic hyperplasia affects up to 80% of men in their lifetime.,Hyperplasia,Abstract
39036761,"It causes bladder outflow obstruction, leading to lower urinary tract symptoms, which can have a large impact on quality of life.",Lower Urinary Tract Symptoms,Abstract
39036761,The purpose of this review is to provide a current overview of the risks and side effects of commonly used medications in benign prostatic hyperplasia management.,Hyperplasia,Abstract
39036668,Predictive function of tumor burden-incorporated machine-learning algorithms for overall survival and their value in guiding management decisions in patients with locally advanced nasopharyngeal carcinoma.,Carcinoma,Title
39036667,"In an oncogenic context, senescence is considered a tumor suppressive mechanism as it prevents cell proliferation and inhibits the progression from pre-malignant to malignant disease.",Disease,Abstract
39036664,Targeted drug delivery systems for pancreatic ductal adenocarcinoma: overcoming tumor microenvironment challenges with CAF-specific nanoparticles.,Adenocarcinoma,Title
39036661,Lung cancer is the leading cause of cancer-related deaths worldwide.,Death,Abstract
39036441,"The COVID-19 pandemic, polarized politics, and heightened stigma and discrimination are salient drivers for negative mental health outcomes, particularly among marginalized racial and ethnic minoritized groups.",Tics,Abstract
