symptom_cui|disease_cui|symptom_name|disease_name|icd9_code
C0002962|C1299437|Angina Pectoris; pectoris angina; ANGINA PECTORIS; Angina pectoris; angina pectoris; Angina pectoris, NOS; Angina; ANGINA; angina; Angina, NOS; Angina NOS; anginas; Anginal pain; ANGINAL PAIN; anginal pain; Angor Pectoris; angor pectoris; Stenocardia; stenocardia; Stenocardias; Cardiac angina syndrome; Angina of effort; Angina pectoris syndrome; Anginal syndrome; syndrome; anginal; ANGINAL SYNDROME; anginal syndrome; anginal; syndrome; ANGINAL SYNDROMES; Cardiac angina; Angina, cardiac; cardiac angina; Ischemic heart disease - angina; Ischaemic heart disease - angina; Ischemic heart disease with angina; Ischaemic heart disease with angina; Angina pectoris, unspecified; AP - Angina pectoris; Ischemic chest pain (diagnosis); Ischemic chest pain; chest pain ischemic; chest; pain, ischemic; pain; chest, ischemic; ischemic chest pain; Ischaemic chest pain; Angina syndrome; angina pain; Pain;angina; pain angina; Anginal discomfort; Angina (disorder); Ischemic chest pain (finding); angina pectoris (diagnosis)|Recurrent angina following placement of coronary artery stent; Recurrent angina status post coronary stent placement (diagnosis); Recurrent angina following placement of coronary artery stent (disorder); Recurrent angina post coronary artery stent placement; Recurrent angina status post coronary stent placement; angina recurrent status post coronary stent placement; Recurrent angina after coronary stent placement|4144 - Coronary atherosclerosis due to calcified coronary lesion
C0002962|C1299438|Angina Pectoris; pectoris angina; ANGINA PECTORIS; Angina pectoris; angina pectoris; Angina pectoris, NOS; Angina; ANGINA; angina; Angina, NOS; Angina NOS; anginas; Anginal pain; ANGINAL PAIN; anginal pain; Angor Pectoris; angor pectoris; Stenocardia; stenocardia; Stenocardias; Cardiac angina syndrome; Angina of effort; Angina pectoris syndrome; Anginal syndrome; syndrome; anginal; ANGINAL SYNDROME; anginal syndrome; anginal; syndrome; ANGINAL SYNDROMES; Cardiac angina; Angina, cardiac; cardiac angina; Ischemic heart disease - angina; Ischaemic heart disease - angina; Ischemic heart disease with angina; Ischaemic heart disease with angina; Angina pectoris, unspecified; AP - Angina pectoris; Ischemic chest pain (diagnosis); Ischemic chest pain; chest pain ischemic; chest; pain, ischemic; pain; chest, ischemic; ischemic chest pain; Ischaemic chest pain; Angina syndrome; angina pain; Pain;angina; pain angina; Anginal discomfort; Angina (disorder); Ischemic chest pain (finding); angina pectoris (diagnosis)|Recurrent angina after coronary artery bypass graft; Recurrent angina status post coronary artery bypass graft (diagnosis); Recurrent angina status post coronary artery bypass graft (disorder); Recurrent angina status post coronary artery bypass graft; angina recurrent status post coronary artery bypass graft|4144 - Coronary atherosclerosis due to calcified coronary lesion
C0002962|C1299439|Angina Pectoris; pectoris angina; ANGINA PECTORIS; Angina pectoris; angina pectoris; Angina pectoris, NOS; Angina; ANGINA; angina; Angina, NOS; Angina NOS; anginas; Anginal pain; ANGINAL PAIN; anginal pain; Angor Pectoris; angor pectoris; Stenocardia; stenocardia; Stenocardias; Cardiac angina syndrome; Angina of effort; Angina pectoris syndrome; Anginal syndrome; syndrome; anginal; ANGINAL SYNDROME; anginal syndrome; anginal; syndrome; ANGINAL SYNDROMES; Cardiac angina; Angina, cardiac; cardiac angina; Ischemic heart disease - angina; Ischaemic heart disease - angina; Ischemic heart disease with angina; Ischaemic heart disease with angina; Angina pectoris, unspecified; AP - Angina pectoris; Ischemic chest pain (diagnosis); Ischemic chest pain; chest pain ischemic; chest; pain, ischemic; pain; chest, ischemic; ischemic chest pain; Ischaemic chest pain; Angina syndrome; angina pain; Pain;angina; pain angina; Anginal discomfort; Angina (disorder); Ischemic chest pain (finding); angina pectoris (diagnosis)|Recurrent angina post rotational atherectomy; Recurrent angina status post rotational atherectomy (diagnosis); Recurrent angina status post rotational atherectomy (disorder); Recurrent angina status post rotational atherectomy; angina recurrent status post rotational atherectomy|6390 - Genital tract and pelvic infection following abortion or ectopic and molar pregnancies
C0002962|C1299440|Angina Pectoris; pectoris angina; ANGINA PECTORIS; Angina pectoris; angina pectoris; Angina pectoris, NOS; Angina; ANGINA; angina; Angina, NOS; Angina NOS; anginas; Anginal pain; ANGINAL PAIN; anginal pain; Angor Pectoris; angor pectoris; Stenocardia; stenocardia; Stenocardias; Cardiac angina syndrome; Angina of effort; Angina pectoris syndrome; Anginal syndrome; syndrome; anginal; ANGINAL SYNDROME; anginal syndrome; anginal; syndrome; ANGINAL SYNDROMES; Cardiac angina; Angina, cardiac; cardiac angina; Ischemic heart disease - angina; Ischaemic heart disease - angina; Ischemic heart disease with angina; Ischaemic heart disease with angina; Angina pectoris, unspecified; AP - Angina pectoris; Ischemic chest pain (diagnosis); Ischemic chest pain; chest pain ischemic; chest; pain, ischemic; pain; chest, ischemic; ischemic chest pain; Ischaemic chest pain; Angina syndrome; angina pain; Pain;angina; pain angina; Anginal discomfort; Angina (disorder); Ischemic chest pain (finding); angina pectoris (diagnosis)|Recurrent angina after directional coronary atherectomy; Recurrent angina status post directional coronary atherectomy (diagnosis); Recurrent angina status post directional coronary atherectomy (disorder); Recurrent angina status post directional coronary atherectomy; angina recurrent status post directional coronary atherectomy|4144 - Coronary atherosclerosis due to calcified coronary lesion
C0003078|C0034951|Aniseikonia; aniseikonia; Aniseikonia (disorder); aniseikonia (diagnosis)|Refractive Errors; errors refractive; Refractive errors; refractive errors; Refractive error; Error, Refractive; REFRACTIVE ERROR; Refractive Error; Refractive error, NOS; error refractive; Refractive errors NOS; refractive error; Errors, Refractive; Refractive Disorders; refractive disorders; Disorder, Refractive; Refractive Disorder; refractive disorder; Disorders, Refractive; eye refraction disorder; Disorder of refraction; REFRACTION DISORDER OF; Refraction disorder of; disorder of refraction; Refraction disorder; DISORDER REFRACTION; REFRACTION DISORDER; Disorder of refraction, NOS; disorders refraction; Disorder refraction; Disorder;refraction; disorder; refraction; refraction; disorder; Error refraction; REFRACTION ERROR; refraction error; ERROR REFRACTION; error refraction; Refraction Errors; errors refraction; refraction errors; Refraction errors; Disorder of refraction, unspecified; Unspecified disorder of refraction; Disorder of refraction (disorder); anomaly; refraction; refraction; anomaly; refractive error (diagnosis); refractive disorders (diagnosis)|3679 - Unspecified disorder of refraction and accommodation
C0003564|C0023009|Aphonia; APHONIA; aphonia; Loss of voice; loss of voice; loss voice; Loss (of);voice; loss; voice; voice loss; voice; loss; Absence of Voice; Absence of voice; absence of voice; Voice Absence; Voice Absences; Does not phonate; Does not produce voice; Does not vocalize; Does not vocalise; aphonia (physical finding); Loss of voice (finding); speech phonation aphonia; aphonia was observed; Aphonia (disorder)|Speech and language disorder; speech and language disorder; Speech and language disorders; disorder language speech; disorder speech language; disorders language speech; language speech disorders; speech language disorders; speech language disorder; SPEECH LANGUAGE DISORDER; Speech, language, communication disorder; communication disorder speech and language; speech and language disorder (diagnosis); Speech and language disorder (disorder); language disorder; with speech disorder|V401 - Mental and behavioral problems with communication [including speech]
C0003564|C0264611|Aphonia; APHONIA; aphonia; Loss of voice; loss of voice; loss voice; Loss (of);voice; loss; voice; voice loss; voice; loss; Absence of Voice; Absence of voice; absence of voice; Voice Absence; Voice Absences; Does not phonate; Does not produce voice; Does not vocalize; Does not vocalise; aphonia (physical finding); Loss of voice (finding); speech phonation aphonia; aphonia was observed; Aphonia (disorder)|Apraxia of Phonation; Apraxia of phonation; Phonation Apraxia; Phonation Apraxias; Apraxic aphonia; Verbal apraxia; Apraxia of speech; apraxia of speech; apraxia speech; speech apraxia; Speech apraxia; Apraxic aphonia (disorder)|1482 - Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect
C0003564|C0454548|Aphonia; APHONIA; aphonia; Loss of voice; loss of voice; loss voice; Loss (of);voice; loss; voice; voice loss; voice; loss; Absence of Voice; Absence of voice; absence of voice; Voice Absence; Voice Absences; Does not phonate; Does not produce voice; Does not vocalize; Does not vocalise; aphonia (physical finding); Loss of voice (finding); speech phonation aphonia; aphonia was observed; Aphonia (disorder)|Hyperkinetic aphonia; Hyperkinetic aphonia (disorder)|3148 - Other specified manifestations of hyperkinetic syndrome
C0003564|C0454549|Aphonia; APHONIA; aphonia; Loss of voice; loss of voice; loss voice; Loss (of);voice; loss; voice; voice loss; voice; loss; Absence of Voice; Absence of voice; absence of voice; Voice Absence; Voice Absences; Does not phonate; Does not produce voice; Does not vocalize; Does not vocalise; aphonia (physical finding); Loss of voice (finding); speech phonation aphonia; aphonia was observed; Aphonia (disorder)|Hypofunctional aphonia; Hypofunctional aphonia (disorder)|3315 - Idiopathic normal pressure hydrocephalus (INPH)
C0003564|C0454550|Aphonia; APHONIA; aphonia; Loss of voice; loss of voice; loss voice; Loss (of);voice; loss; voice; voice loss; voice; loss; Absence of Voice; Absence of voice; absence of voice; Voice Absence; Voice Absences; Does not phonate; Does not produce voice; Does not vocalize; Does not vocalise; aphonia (physical finding); Loss of voice (finding); speech phonation aphonia; aphonia was observed; Aphonia (disorder)|Hyperfunctional aphonia; Hyperfunctional aphonia (disorder)|V401 - Mental and behavioral problems with communication [including speech]
C0003580|C0232065|Drug-induced apnea; Apnea, drug induced; drug-induced apnea; Drug-induced apnoea; drug-induced apnea (physical finding); Drug-induced apnea (finding)|Ether apnea; Ether apnoea; Ether apnea (finding)|7706 - Transitory tachypnea of newborn
C0003862|C0162296|Arthralgia; ARTHRALGIA; arthralgia; ARTHRALGIAS; Arthralgias; arthralgias; Joint Pain; PAIN JOINT; Pain joint; JOINT PAIN; Joint pain; joint pain; Pain in joint; JOINT PAINS; Joint Pains; Pains, Joint; Pain in joints; joints pain; Pain;joint(s); Joint pains; Pain, Joint; Aching joints; aching joints; JOINT ACHE; Ache in joint; aching joint; joint ache; Joint ache; Arthritic-like pain; ARTHRITIC-LIKE PAIN; Painful joint; painful joint; painful joints; Painful joints; Pain in joint, site unspecified; Articular pain; articular pain; arthralgia (diagnosis); Discomfort in joints; Pain in a joint, site unspecified; Joint pain (finding); Arthrodynia; arthrodynia; diffuse joint pains; diffuse arthralgia; diffuse joint pains (symptom)|Polyarthralgia; POLYARTHRALGIA; polyarthralgia; Polyarthralgias; polyarthralgias; Pain in joint involving multiple sites; Arthralgia of multiple joints; Multiple joint pain; multiple joint pain; joints multiple pain; Pain in joint, multiple sites; Arthralgia multiple; Pain in a joint, multiple sites; Multiple joint pain (finding); arthralgias of multiple sites (diagnosis); arthralgias of multiple sites; localized joint pain in more than one joint (symptom); localized joint pain in more than one joint; polyarticular joint pain|6142 - Salpingitis and oophoritis not specified as acute, subacute, or chronic
C0003862|C0423690|Arthralgia; ARTHRALGIA; arthralgia; ARTHRALGIAS; Arthralgias; arthralgias; Joint Pain; PAIN JOINT; Pain joint; JOINT PAIN; Joint pain; joint pain; Pain in joint; JOINT PAINS; Joint Pains; Pains, Joint; Pain in joints; joints pain; Pain;joint(s); Joint pains; Pain, Joint; Aching joints; aching joints; JOINT ACHE; Ache in joint; aching joint; joint ache; Joint ache; Arthritic-like pain; ARTHRITIC-LIKE PAIN; Painful joint; painful joint; painful joints; Painful joints; Pain in joint, site unspecified; Articular pain; articular pain; arthralgia (diagnosis); Discomfort in joints; Pain in a joint, site unspecified; Joint pain (finding); Arthrodynia; arthrodynia; diffuse joint pains; diffuse arthralgia; diffuse joint pains (symptom)|Facet joint pain; facet joint pain; Facet joint syndrome; facet joint syndrome; Facet joint pain (finding); facet syndrome; facet syndrome (diagnosis)|7540 - Congenital musculoskeletal deformities of skull, face, and jaw
C0004134|C0087012|Ataxia; ATAXIA; ataxia; Ataxias; Ataxia, NOS; Ataxia NOS; Ataxia,; Ataxy; Dyssynergia; dyssynergia; Ataxia, unspecified; Ataxia (loss of muscle coordination); Coordination Impairment; Coordination Impairments; Impairments, Coordination; Impairment, Coordination; Ataxia (finding); walk is wobbly or unsteady (symptom); reported ataxia; walk is wobbly or unsteady as symptom; walk is wobbly or unsteady; ataxia (diagnosis)|Ataxia, Spinocerebellar; Spinocerebellar ataxia; spinocerebellar ataxia; spinocerebellar; ataxia; ATAXIA, SPINOCEREBELLAR; ataxia; spinocerebellar; Ataxias, Spinocerebellar; Spinocerebellar Ataxias; spinocerebellar ataxias; Spinocerebellar Ataxia; Spinocerebellar Degeneration; Spinocerebellar Atrophies; spinocerebellar atrophy; Spinocerebellar atrophy; Atrophy, Spinocerebellar; Spinocerebellar Atrophy; Atrophies, Spinocerebellar; spinocerebellar ataxia (diagnosis); Spinocerebellar ataxia (disorder)|3349 - Spinocerebellar disease, unspecified
C0004134|C0278162|Ataxia; ATAXIA; ataxia; Ataxias; Ataxia, NOS; Ataxia NOS; Ataxia,; Ataxy; Dyssynergia; dyssynergia; Ataxia, unspecified; Ataxia (loss of muscle coordination); Coordination Impairment; Coordination Impairments; Impairments, Coordination; Impairment, Coordination; Ataxia (finding); walk is wobbly or unsteady (symptom); reported ataxia; walk is wobbly or unsteady as symptom; walk is wobbly or unsteady; ataxia (diagnosis)|Static ataxia; Static ataxia (finding)|3344 - Cerebellar ataxia in diseases classified elsewhere
C0004134|C0394004|Ataxia; ATAXIA; ataxia; Ataxias; Ataxia, NOS; Ataxia NOS; Ataxia,; Ataxy; Dyssynergia; dyssynergia; Ataxia, unspecified; Ataxia (loss of muscle coordination); Coordination Impairment; Coordination Impairments; Impairments, Coordination; Impairment, Coordination; Ataxia (finding); walk is wobbly or unsteady (symptom); reported ataxia; walk is wobbly or unsteady as symptom; walk is wobbly or unsteady; ataxia (diagnosis)|Congenital non-progressive ataxia; Congenital Non-Progressive Ataxia; congenital nonprogressive ataxia (diagnosis); Congenital non-progressive ataxia (disorder); Congenital nonprogressive ataxia; ataxia congenital nonprogressive; ataxia; congenital nonprogressive; congenital; ataxia, nonprogressive; congenital nonprogressive ataxia; congenital; nonprogressive ataxia|6249 - Unspecified noninflammatory disorder of vulva and perineum
C0004604|C0750949|Back Pain; PAIN BACK; Pain back; Pain;back; pain; back; BACK PAIN; Back pain; back pain; back; pain; Back Pains; Pains, Back; Pain in back; Back pain NOS; and back pain; back pain in; back paining; back pains; backs pain; pain in back; Pain, Back; Backache; BACKACHE; backache; Backaches; Backache, NOS; backaches; Backache NOS; Back Ache; ache back; BACK ACHE; Back ache; back ache; Aches, Back; Back Aches; aches back; back aches; Ache, Back; Pain dorsal; DORSAL PAIN; dorsal pain; Dorsal pain; PAIN DORSAL; Dorsalgia; dorsalgia; Dorsodynia; dorsodynia; notalgia; Notalgia; dorsal back pain; DORSAL BACK PAIN; Backache, unspecified; Backache; unspecified; unspecified back pain; backache symptoms; backache symptom; Dorsalgia, unspecified; Unspecified dorsalgia; dorsalgia unspecified; Dorsalgia (diagnosis); dorsopathy dorsalgia; Pain over the back; pain over the back; back over pain; back pain over; Backache (finding); backpain; BACKPAIN; back pain (symptom); back ache (diagnosis)|Vertebrogenic Pain Syndrome; Vertebrogenic pain syndrome; Vertebrogenic pain syndrome, NOS; Pain Syndromes, Vertebrogenic; Syndromes, Vertebrogenic Pain; Vertebrogenic Pain Syndromes; Vertebrogenic (pain) syndrome NOS; Pain Syndrome, Vertebrogenic; Syndrome, Vertebrogenic Pain; Vertebral hyperesthesia; Vertebrogenic pain syndrome (disorder)|7292 - Neuralgia, neuritis, and radiculitis, unspecified
