PMID,Sentence,Found Terms,Classification
39131152,Cachexia is a metabolic syndrome defined by a loss of more than 5% of body weight in patients with chronic diseases.,Weight Loss,Unknown
39131151,Survival rates for esophageal squamous cell carcinoma (ESCC) are extremely low due to the late diagnosis of most cases.,Carcinoma,Unknown
39131151,Survival rates for esophageal squamous cell carcinoma (ESCC) are extremely low due to the late diagnosis of most cases.,Diagnosis,Unknown
39131151,Survival rates for esophageal squamous cell carcinoma (ESCC) are extremely low due to the late diagnosis of most cases.,Esophageal Squamous Cell Carcinoma,Unknown
39131151,"An understanding of the early molecular processes that lead to ESCC may facilitate opportunities for early diagnosis; however, these remain poorly defined.",Early Diagnosis,Unknown
39131151,"An understanding of the early molecular processes that lead to ESCC may facilitate opportunities for early diagnosis; however, these remain poorly defined.",Diagnosis,Unknown
39131148,A healthy male from a family lacking history of cancer had his first cancer-screening colonoscopy at age 56.,Colonoscopy,Unknown
39131148,A healthy male from a family lacking history of cancer had his first cancer-screening colonoscopy at age 56.,Family,Unknown
39131147,We describe a rare case of sigmoid colon cavernous hemangioma in a 49-year-old male who underwent colonoscopy for lower abdominal pain and revealed a large pedunculated polyp in the sigmoid colon measuring 1.7 cm in diameter.,Hemangioma,Unknown
39131147,We describe a rare case of sigmoid colon cavernous hemangioma in a 49-year-old male who underwent colonoscopy for lower abdominal pain and revealed a large pedunculated polyp in the sigmoid colon measuring 1.7 cm in diameter.,Abdominal Pain,Symptom
39131147,We describe a rare case of sigmoid colon cavernous hemangioma in a 49-year-old male who underwent colonoscopy for lower abdominal pain and revealed a large pedunculated polyp in the sigmoid colon measuring 1.7 cm in diameter.,Colonoscopy,Unknown
39131147,We describe a rare case of sigmoid colon cavernous hemangioma in a 49-year-old male who underwent colonoscopy for lower abdominal pain and revealed a large pedunculated polyp in the sigmoid colon measuring 1.7 cm in diameter.,Pain,Symptom
39131145,"α-Fetoprotein, α-Fetoprotein-L3, and Des-γ-Carboxy Prothrombin Stratify Hepatocellular Carcinoma Treatment Response and Progression Risk.",Carcinoma,Unknown
39131145,"α-Fetoprotein, α-Fetoprotein-L3, and Des-γ-Carboxy Prothrombin Stratify Hepatocellular Carcinoma Treatment Response and Progression Risk.",Carcinoma,Unknown
39131145,"α-Fetoprotein, α-Fetoprotein-L3, and Des-γ-Carboxy Prothrombin Stratify Hepatocellular Carcinoma Treatment Response and Progression Risk.",Hepatocellular,Unknown
39131145,Assessing aggressive biology at early-stage hepatocellular carcinoma (HCC) diagnosis remains challenging.,Carcinoma,Unknown
39131145,Assessing aggressive biology at early-stage hepatocellular carcinoma (HCC) diagnosis remains challenging.,Diagnosis,Unknown
39131144,Metabolic dysfunction-associated steatohepatitis is an advanced form of nonalcoholic fatty liver disease and a leading cause of end-stage liver disease and transplantation.,Fatty Liver,Disease
39131144,Metabolic dysfunction-associated steatohepatitis is an advanced form of nonalcoholic fatty liver disease and a leading cause of end-stage liver disease and transplantation.,Disease,Disease
39131144,Insulin resistance and inflammation underlie the pathogenesis of the disease.,Insulin Resistance,Unknown
39131144,Insulin resistance and inflammation underlie the pathogenesis of the disease.,Disease,Disease
39131144,Insulin resistance and inflammation underlie the pathogenesis of the disease.,Inflammation,Unknown
39131144,Insulin resistance and inflammation underlie the pathogenesis of the disease.,Disease Resistance,Unknown
39131076,"A significant proportion of patients remain symptomatic with poor HF-related outcomes including rehospitalization, progression of disease, and mortality.",Disease,Disease
39131076,"A significant proportion of patients remain symptomatic with poor HF-related outcomes including rehospitalization, progression of disease, and mortality.",Disease Progression,Unknown
39131075,"CCM improves quality of life, New York Heart Association class, left ventricular ejection fraction, peak oxygen uptake, and the composite end point of cardiovascular death and heart failure hospitalizations.",Heart Failure,Disease
39131075,"CCM improves quality of life, New York Heart Association class, left ventricular ejection fraction, peak oxygen uptake, and the composite end point of cardiovascular death and heart failure hospitalizations.",Association,Unknown
39131075,"CCM improves quality of life, New York Heart Association class, left ventricular ejection fraction, peak oxygen uptake, and the composite end point of cardiovascular death and heart failure hospitalizations.",Death,Unknown
39131074,"The traditional view of CRS has long focused on low cardiac output with resultant renal arterial hypoperfusion as the central hemodynamic derangement but this too, has been challenged by new preclinical and clinical observations.",Cardiac Output,Unknown
39131074,"The traditional view of CRS has long focused on low cardiac output with resultant renal arterial hypoperfusion as the central hemodynamic derangement but this too, has been challenged by new preclinical and clinical observations.",Cardiac Output,Unknown
39131074,"The traditional view of CRS has long focused on low cardiac output with resultant renal arterial hypoperfusion as the central hemodynamic derangement but this too, has been challenged by new preclinical and clinical observations.",Low,Unknown
39131074,"Renal venous congestion/hypertension has since been identified as an important hemodynamic contributor to the development of CRS, resulting in diminished renal perfusion pressure, defined as the difference between arterial driving pressure and renal venous pressure.",Venous Pressure,Unknown
39131074,"Renal venous congestion/hypertension has since been identified as an important hemodynamic contributor to the development of CRS, resulting in diminished renal perfusion pressure, defined as the difference between arterial driving pressure and renal venous pressure.",Arterial Pressure,Unknown
39131071,Transcatheter Treatment for Double-Chambered Right Ventricle in Patient Presenting Severe Chronic Heart Failure.,Heart Failure,Disease
39131071,Transcatheter Treatment for Double-Chambered Right Ventricle in Patient Presenting Severe Chronic Heart Failure.,Treatment Failure,Unknown
39131070,Hemodynamic Monitoring Devices in the Management of Outpatient Heart Failure.,Heart Failure,Disease
39131070,Hemodynamic Monitoring Devices in the Management of Outpatient Heart Failure.,Hemodynamic Monitoring,Unknown
39131070,Invasive hemodynamic monitoring in the ambulatory setting has been an area of focus for the last several decades as a possible proactive strategy aiding in the evaluation and management of the heart failure population.,Heart Failure,Disease
39131070,Invasive hemodynamic monitoring in the ambulatory setting has been an area of focus for the last several decades as a possible proactive strategy aiding in the evaluation and management of the heart failure population.,Hemodynamic Monitoring,Unknown
39131069,Role of Lymphatics in Heart Failure.,Heart Failure,Disease
39131069,Role of Lymphatics in Heart Failure.,Role,Unknown
39131069,"The lymphatic system plays a crucial, yet often overlooked, role in maintaining fluid homeostasis, and its dysregulation is a key feature of heart failure (HF).",Heart Failure,Disease
39131069,"The lymphatic system plays a crucial, yet often overlooked, role in maintaining fluid homeostasis, and its dysregulation is a key feature of heart failure (HF).",Role,Unknown
39131067,"Transcatheter atrial shunt therapies, designed to dynamically lower left atrial (LA) pressure by shunting blood into the larger reservoir of the right atrium and central veins, have been developed as a novel treatment for heart failure (HF) over the past 10+ years.",Heart Failure,Disease
