Symptom,Related terms
myocarditis,"Myocarditis;Measles;Encephalomyocarditis virus;Interferon-Induced Helicase, IFIH1;Interferon Type I;Immunity, Innate;Cardiovirus Infections;ADAM Proteins;Membrane Proteins;Myocarditis;Mice, Knockout;Immune Checkpoint Inhibitors;Myocarditis;Myocarditis;Lipocalin-2;STAT1 Transcription Factor;Orthomyxoviridae Infections;Mice, Inbred C57BL;Neoplasms;Immune Checkpoint Inhibitors;Immunotherapy, Adoptive;Ferroptosis;Mesenchymal Stem Cells;Exosomes;Smad2 Protein;MicroRNAs;Enterovirus B, Human;Myocytes, Cardiac;Umbilical Cord;Signal Transduction;Desmoplakins;Mutation;Myocarditis;Myocarditis;COVID-19;SARS-CoV-2;Myocarditis;Foot-and-Mouth Disease;Azetidines;Myocarditis;Janus Kinase 1;Sulfonamides;STAT3 Transcription Factor;Mice, Inbred BALB C;Pyrazoles;Purines;Macrophages;Myocarditis;Deep Learning;Magnetic Resonance Imaging;Myocarditis;Myocytes, Cardiac;Enterovirus B, Human;Coxsackievirus Infections;Interferon Type I;RNA, Viral;Chorea;Rheumatic Fever;Rheumatic Heart Disease;Myocarditis;Eosinophilia;Inferior Wall Myocardial Infarction;Myocarditis;Pyridines;Autoimmune Diseases;rho-Associated Kinases;Amides;Interleukin-1beta;Disease Models, Animal;Myocarditis;Psittacosis;Chlamydophila psittaci;Antibodies, Monoclonal, Humanized;Product Surveillance, Postmarketing;Antineoplastic Agents, Immunological;Adenine;eIF-2 Kinase;Endoplasmic Reticulum Stress;Indoles;Myocarditis;Myocytes, Cardiac;Myocarditis;Antibodies, Monoclonal, Humanized;Myositis;COVID-19;SARS-CoV-2;Cardiovascular Diseases;COVID-19;NLR Family, Pyrin Domain-Containing 3 Protein;Pyroptosis;Fibrosis;Myocarditis;Mice, Knockout;Platelet Factor 4;Mice, Inbred C57BL;Arrhythmias, Cardiac;Myocarditis;NLR Family, Pyrin Domain-Containing 3 Protein;Signal Transduction;Fenofibrate;Chagas Cardiomyopathy;Macrophages;COVID-19;Fibrin Fibrinogen Degradation Products;Pulmonary Embolism;Acute Coronary Syndrome;Natriuretic Peptide, Brain;Cardiovascular Diseases;MicroRNAs;Myocarditis;Severe Fever with Thrombocytopenia Syndrome;Myocarditis;Virus Diseases;Cardiomyopathies;Myocarditis;Ivermectin;Mice, Inbred BALB C;Transcription Factor RelA;Myocarditis;COVID-19 Vaccines;COVID-19;mRNA Vaccines;Pericarditis;SARS-CoV-2;Adverse Drug Reaction Reporting Systems;Pharmacovigilance;Heart-Assist Devices;Myocarditis;Heart Transplantation;Heart Failure;Muscular Dystrophy, Duchenne;Genetic Therapy;Biological Products;Recombinant Fusion Proteins;Myocarditis;Pericarditis;COVID-19 Vaccines;COVID-19;COVID-19;COVID-19 Vaccines;Death, Sudden, Cardiac;Myocarditis;Clozapine;Myocarditis;C-Reactive Protein;Antipsychotic Agents;Atrioventricular Block;Myocarditis;Lyme Disease;Myocarditis;COVID-19;Drug Hypersensitivity Syndrome;Eosinophilia;Myocarditis;Myocarditis;Cardiomyopathies;Lymphohistiocytosis, Hemophagocytic;Campylobacter;Anemia;Thrombocytopenia;Myocarditis;Myocarditis;Macrophages;Aminobutyrates;Valsartan;Biphenyl Compounds;Natriuretic Peptide, C-Type;Drug Combinations;Myocarditis;COVID-19;Vaccines;Myocarditis;Coxsackievirus Infections;Acetamides;Pyrimidinones;Myocarditis;Heart Failure;Ventricular Dysfunction, Left;Atrioventricular Block;Cardiomyopathies;Sarcoidosis;Myocarditis;Heart Failure;Autophagy;Proteasome Endopeptidase Complex;Sarcoidosis;Myocarditis;Sarcoidosis;Myocarditis;Myocarditis;Sarcoidosis;Heart Failure;Diabetes Mellitus, Type 2;Myocarditis;Myocarditis;COVID-19"
nephritis,"Urinary Tract Infections;Fever;Anti-Bacterial Agents;Pyelonephritis;Glomerulonephritis, Membranous;Autoantibodies;Glomerulonephritis, IGA;Podocytes;Mendelian Randomization Analysis;Glomerulonephritis, Membranous;Gastrointestinal Microbiome;Lupus Nephritis;Electronic Health Records;Diabetic Nephropathies;Biomarkers;Extracellular Traps;Gene Expression Profiling;Lupus Nephritis;Dipeptidyl Peptidase 4;Chemokine CXCL12;Mesangial Cells;Macrophages;Cell Proliferation;Lupus Nephritis;Biomarkers;Exosomes;Tomography, X-Ray Computed;Sepsis;Lupus Erythematosus, Systemic;Biomarkers;Lymphocytes;Blood Platelets;Toll-Like Receptor 9;Glomerulonephritis, Membranous;Lupus Nephritis;Membrane Proteins;Cyclophosphamide;Receptors, IgG;Nephritis, Hereditary;Polycystic Kidney, Autosomal Dominant;Collagen Type IV;Glomerulonephritis, IGA;Hemoglobins;Blood Platelets;Cefepime;Anti-Bacterial Agents;Carbapenems;Urinary Tract Infections;Chloride Channels;Dent Disease;Phosphoric Monoester Hydrolases;Glomerulonephritis, Membranoproliferative;Genetic Diseases, X-Linked;Agammaglobulinemia;Immunoglobulins, Intravenous;Lupus Nephritis;Practice Patterns, Physicians';Nephrologists;Glomerulonephritis, IGA;RNA, Circular;RNA, Long Noncoding;RNA, Messenger;Glomerulonephritis, Membranous;Receptors, Phospholipase A2;Rituximab;Remission Induction;Autoantibodies;Anti-Glomerular Basement Membrane Disease;Immunoglobulin A;Autoantibodies;Glomerulonephritis;Glomerulonephritis, Membranous;Glomerulosclerosis, Focal Segmental;Immunosuppressive Agents;Disease Progression;Glomerulonephritis, IGA;Macrophages;Single-Cell Analysis;Glomerulonephritis, IGA;Palatine Tonsil;Germinal Center;Glomerulonephritis, Membranous;Mendelian Randomization Analysis;Proteome;Glomerulonephritis, IGA;Systematic Reviews as Topic;Disease Progression;Kidney Failure, Chronic;Immune Checkpoint Inhibitors;Programmed Cell Death 1 Receptor;Nephritis, Interstitial;Mice, Inbred C57BL;Chemokine CCL2;Cisplatin;Glomerulonephritis, IGA;Medullary Sponge Kidney;Glomerulonephritis, IGA;COVID-19;SARS-CoV-2;Nephritis, Interstitial;COVID-19 Vaccines;Kidney Transplantation;Nephrectomy;Opportunistic Infections;Glomerulonephritis, Membranous;Kidney Glomerulus;Receptors, Phospholipase A2;Diabetic Nephropathies;Drug Therapy, Combination;Glomerulonephritis, IGA;Sodium-Glucose Transporter 2 Inhibitors;Glomerulonephritis, IGA;Adenosine;Colitis;Immunosuppressive Agents;Lupus Nephritis;Mycophenolic Acid;Agammaglobulinemia;Glomerulonephritis, IGA;Genetic Diseases, X-Linked;Glomerulonephritis, Membranous;Paraneoplastic Syndromes;Neoplasms, Unknown Primary;Anti-Glomerular Basement Membrane Disease;Pregnancy Complications;Cyclophosphamide;Glomerulonephritis, IGA;Gastrointestinal Microbiome;Lupus Nephritis;RNA, Long Noncoding;Dexamethasone;Myeloid-Derived Suppressor Cells;Fibrosis;Nephrotic Syndrome;Glomerulosclerosis, Focal Segmental;Nerve Tissue Proteins;Lupus Nephritis;B-Lymphocytes;T-Lymphocytes;Autoantigens;Nephritis, Hereditary;Collagen Type IV;Pedigree;Mutation;RNA Splicing;Serum Amyloid A Protein;Pyelonephritis;Cat Diseases;Interleukin-2;Tacrolimus;Lupus Nephritis;T-Lymphocytes, Regulatory;Lupus Erythematosus, Systemic;Metabolomics;Biomarkers;Lupus Nephritis;Glomerulonephritis, IGA;Collagen Type III;Immunoglobulin G4-Related Disease;Glomerulonephritis;Cyclophosphamide;Glomerulonephritis, IGA;Glomerular Mesangium;Complement C3;Kidney Glomerulus"
pain,"Headache;Vision Disorders;Fever;Arthralgia;Knee Joint;Facial Expression;Pain;Emotions;Cancer Pain;Pain Management;Qualitative Research;Pain Threshold;Pain Perception;Aging;Hot Temperature;Pain Measurement;Natural Orifice Endoscopic Surgery;Laparoscopy;Pain, Postoperative;Sterilization, Tubal;Feasibility Studies;Familial Mediterranean Fever;Sacroiliitis;Magnetic Resonance Imaging;Biomarkers;Neutrophils;Dysmenorrhea;Deglutition Disorders;Carcinoma, Small Cell;Esophageal Neoplasms;Abdominal Pain;Lidocaine;Breast Neoplasms;Pain, Postoperative;Mastectomy;Anesthetics, Local;Multicenter Studies as Topic;Randomized Controlled Trials as Topic;Arthroplasty, Replacement, Knee;Massage;Randomized Controlled Trials as Topic;Range of Motion, Articular;Pain, Postoperative;Length of Stay;Drugs, Chinese Herbal;Disease Models, Animal;Pain, Postoperative;Analgesics;Nerve Block;Ultrasonography, Interventional;Pain, Postoperative;Abdomen;Abdominal Muscles;Low Back Pain;Physical Therapy Modalities;Network Meta-Analysis;Bayes Theorem;Chronic Pain;Aging;Magnetic Resonance Imaging;Pain;Low Back Pain;Hamstring Muscles;Magnetic Resonance Imaging;Social Stigma;Pain;Pain, Postoperative;Anesthesia, Conduction;Arthroplasty, Replacement, Knee;Nerve Block;Hemifacial Spasm;Neuralgia;Chronic Pain;Dexmedetomidine;Nerve Block;Anesthetics, Local;Orthopedic Procedures;Magnesium Sulfate;Lidocaine;Pain, Postoperative;Quality of Life;Spinal Fusion;Analgesia, Epidural;Health Knowledge, Attitudes, Practice;Pheochromocytoma;Adrenal Gland Neoplasms;Pregnancy Complications, Neoplastic;Pancreatitis;TRPV Cation Channels;Flavonoids;Analgesics;Rats, Sprague-Dawley;Ganglia, Spinal;Pelvic Pain;Catgut;Chronic Pain;Pelvic Inflammatory Disease;Acupuncture Points;Dysmenorrhea;Quality of Life;Exercise;Exercise Therapy;Burkitt Lymphoma;Stomach Neoplasms;COVID-19;Cardiovascular Diseases;Pain;Anesthesia;Neurosciences;Parabrachial Nucleus;Nociception;Mastectomy;Pain, Postoperative;Breast Neoplasms;Surgical Flaps;Mammaplasty;Dysmenorrhea;Translations;Neuralgia, Postherpetic;Acupuncture Therapy;Sleep Quality;Electroacupuncture;Orexin Receptors;Acupuncture Points;Mice, Inbred C57BL;Pain;Brain;Spinal Cord Injuries;Exosomes;Neuralgia;Rats, Sprague-Dawley;Disease Models, Animal;Mesenchymal Stem Cells;Aneurysm, False;Splenic Artery;Embolization, Therapeutic;Tomography, X-Ray Computed;Emergency Service, Hospital;Tomography, X-Ray Computed;Abdominal Pain;Trigger Points;Pain Threshold;Myofascial Pain Syndromes;Low Back Pain;Proprioception;Exercise Therapy;Range of Motion, Articular;Shoulder Impingement Syndrome;Low Back Pain;Scapula;Low Back Pain;Psoas Muscles;Magnetic Resonance Imaging;Disability Evaluation;Pain Measurement;Low Back Pain;Exercise Therapy;Quality of Life;Physical Therapy Modalities;Hydrotherapy;Low Back Pain;Exercise Movement Techniques;Range of Motion, Articular;Lumbar Vertebrae;Neck Pain;Range of Motion, Articular;Muscle Strength;Gymnastics;Hamstring Muscles;Range of Motion, Articular;Exercise Movement Techniques"
lesions in pancreas,"Proto-Oncogene Proteins p21(ras);Reactive Oxygen Species;Carcinoma, Pancreatic Ductal;Pancreatic Neoplasms;Metaplasia;Acinar Cells;Endosonography;Artificial Intelligence;Pancreas;Perivascular Epithelioid Cell Neoplasms;Kidney Neoplasms;Leukemia, Myeloid, Acute;Bile Duct Neoplasms;Cholangiocarcinoma;Pancreatic Neoplasms;Pancreatic Neoplasms;Magnetic Resonance Imaging;Pancreatic Cyst;Pancreatic Neoplasms;Pancreaticoduodenectomy;Pancreatitis, Chronic;Pancreaticojejunostomy;Pancreatic Neoplasms;Adenocarcinoma;Carcinoma, Pancreatic Ductal;Pancreatic Neoplasms;Laparoscopy;Fistula;Pancreatic Neoplasms;Pancreatic Cyst;Carcinoma, Pancreatic Ductal;Alphavirus;Salmo salar;Pancreatic Diseases;Viral Vaccines;Vaccines, DNA;Fish Diseases;Pancreatic Neoplasms;Carcinoma in Situ;Precancerous Conditions;Carcinoma, Pancreatic Ductal;Congenital Hyperinsulinism;Laparoscopy;Pancreatic Ducts;Accidents, Traffic;Pancreatitis;Seat Belts;Pancreatic Cyst;Pancreatic Neoplasms;Endosonography;Pancreatic Neoplasms;Colon, Transverse;Colonic Neoplasms;Gastrointestinal Diseases;Musculoskeletal Diseases;Embolization, Therapeutic;Endovascular Procedures;Gastrointestinal Stromal Tumors;Pancreatectomy;Laparoscopy;Pancreatic Intraductal Neoplasms;Cystadenoma, Serous;Pancreatic Neoplasms;Endoscopic Ultrasound-Guided Fine Needle Aspiration;Pancreatic Neoplasms;Esophageal Squamous Cell Carcinoma;Esophageal Neoplasms;Kidney Diseases;Pancreatic Neoplasms;Pancreatic Neoplasms;Pancreatic Diseases;GTP-Binding Protein alpha Subunits, Gs;Cell Proliferation;Organoids;Chromogranins;Cyclic AMP-Dependent Protein Kinases;Pancreatic Neoplasms;Pancreatic Neoplasms;Pancreatitis;Pancreatic Cyst;Pancreatic Neoplasms;Aneurysm;Embolization, Therapeutic;Laparoscopy;Rectal Neoplasms;Pancreatitis;Biliary Tract;Pancreatic Neoplasms;Pancreatic Neoplasms;Carcinoma, Pancreatic Ductal;Pancreatic Neoplasms;Carcinoma, Pancreatic Ductal;Pancreatic Intraductal Neoplasms;Pancreatic Neoplasms;Cysts;Carcinoma, Pancreatic Ductal;Microscopy;Pancreatic Neoplasms;Pancreatectomy;Splenectomy;Vaccines;Pancreatic Cyst;Pancreatic Neoplasms;Carcinoma, Pancreatic Ductal;Pancreas;Neoplasms;Robotic Surgical Procedures;Neoplasms;Pancreatic Intraductal Neoplasms;Adenocarcinoma, Mucinous;Pancreatic Neoplasms;Carcinoma, Pancreatic Ductal;Ampulla of Vater;Common Bile Duct Neoplasms;Adenocarcinoma;Carcinoma;Biliary Tract Neoplasms;Neoplasms, Cystic, Mucinous, and Serous;Pancreatic Intraductal Neoplasms;Pancreatic Neoplasms;Pancreatic Neoplasms;Adenomatous Polyposis Coli;Ampulla of Vater;Common Bile Duct Neoplasms;Duodenal Neoplasms;Adenomatous Polyposis Coli;Ampulla of Vater;Common Bile Duct Neoplasms;Diabetes Mellitus;Pancreatitis, Chronic;Pancreatic Neoplasms;Pancreatic Neoplasms;Adenocarcinoma;Carcinoma, Pancreatic Ductal;Ampulla of Vater;Paraganglioma;Duodenal Neoplasms;Pancreatic Neoplasms;Carcinoma, Pancreatic Ductal"
peritonitis,"Liver Cirrhosis;High-Throughput Nucleotide Sequencing;Ascites;Metagenomics;Peritonitis;Natriuretic Peptide, Brain;Peritoneal Dialysis;Peptide Fragments;Peritonitis;Kidney Failure, Chronic;Peritonitis;Peritoneal Dialysis;Peritoneal Dialysis;Kidney Failure, Chronic;Laparotomy;Sepsis;Abdominal Wound Closure Techniques;Open Abdomen Techniques;Peritoneal Dialysis;Fluconazole;Peritoneal Dialysis;Peritonitis;Antifungal Agents;Peritoneal Dialysis;Catheter-Related Infections;Catheters, Indwelling;Recurrence;Intestinal Obstruction;Drainage;Postoperative Complications;Phylogeny;Psychrobacter;RNA, Ribosomal, 16S;Sequence Analysis, DNA;DNA, Bacterial;Fatty Acids;Peritonitis;Bacterial Typing Techniques;RNA, Ribosomal, 23S;Interleukin-1 Receptor-Associated Kinases;Peritonitis;Inflammatory Bowel Diseases;Carrageenan;Diterpenes;Mast Cells;Anti-Inflammatory Agents;Peritonitis;Peritoneal Dialysis;Eryptosis;Erythrocytes;Biomarkers;Inflammation;Zymosan;Interleukin-23;Neutrophils;Myeloid Cells;Intestinal Perforation;Multiple Organ Failure;NLR Family, Pyrin Domain-Containing 3 Protein;Inflammasomes;Mice, Inbred C57BL;Peritonitis;Peritonitis;Peritoneal Dialysis;Anti-Bacterial Agents;Carcinoma;Fallopian Tube Neoplasms;Intestinal Perforation;Peritonitis;Pancreatitis;Peritonitis;Appendicitis;Retropneumoperitoneum;Mediastinal Emphysema;Pneumoperitoneum;Diabetes Mellitus, Type 2;Peritonitis;Diverticulitis;Intestinal Perforation;Peritonitis;Mycoplasma Infections;Animal Experimentation;Peritonitis;Peritoneal Dialysis;Clostridioides difficile;Megacolon, Toxic;Neoplasms;Peritonitis;Tuberculosis;Peritoneal Dialysis;Kidney Failure, Chronic;Peritonitis;Peritonitis;Infant, Newborn, Diseases;Peritoneal Dialysis;Peritonitis;Peritonitis;Peritoneal Dialysis;Anti-Bacterial Agents;Neisseria sicca;Subphrenic Abscess;Genital Neoplasms, Male;Cysts;Ovarian Neoplasms;Peritonitis;Penicillins;Anti-Bacterial Agents;Escherichia coli;Microbial Sensitivity Tests;Disease Models, Animal;Escherichia coli Infections;Peritoneal Dialysis;Cardiovascular Diseases;Peritonitis;Kidney Failure, Chronic;Peritoneal Dialysis;Interferon Type I;Virus Diseases;Peritonitis;Benzamides;Pyridines;Peritonitis;Bacterial Infections;Abdomen, Acute;Peritonitis;Diverticulitis, Colonic;Diverticulitis;Peritonitis;Renal Dialysis;Peritoneal Dialysis;Kidney Failure, Chronic;Peritonitis;Cat Diseases;Ultrasonography;Cecal Diseases;Intestinal Perforation;Peritoneal Dialysis;Microbial Sensitivity Tests;Staphylococcus aureus;Staphylococcal Infections;Peritonitis;Anti-Bacterial Agents;Peritonitis;Peritoneal Dialysis;Peritonitis;Toll-Like Receptor 4;Peritonitis, Tuberculous;Laparoscopy;Genital Neoplasms, Male;Ovarian Neoplasms;Peritoneal Dialysis;Peritonitis;Nephrology;Appendicitis;Peritonitis;Fasciitis, Necrotizing;Intestinal Fistula;Peritonitis;Intestinal Perforation;Peritonitis;Ascites;Peritonitis;Intestinal Perforation;Peritonitis;Abdomen, Acute;Peritonitis;Intestinal Obstruction;Histoplasmosis;Crohn Disease;Intestinal Obstruction;Peritonitis"

pleural effusion,"Multiple Myeloma;Adenosine Deaminase;Pleural Effusion;L-Lactate Dehydrogenase;Tuberculosis, Pleural;Sensitivity and Specificity;ROC Curve;Myeloid-Derived Suppressor Cells;Pleural Effusion;Biomarkers;Tuberculosis, Pulmonary;Pleural Effusion;Thoracoscopy;Nucleic Acid Amplification Techniques;Tuberculosis, Pleural;Tomography, X-Ray Computed;Lung Neoplasms;Autophagy;Arginase;Disease Progression;Signal Transduction;Macrophages;Pleural Effusion, Malignant;Hyperthermia, Induced;Endometriosis;Pleural Effusion;Thoracoscopy;Pleural Effusion;Chemokine CXCL9;Chemokine CXCL11;Pleural Effusion;Receptors, CXCR3;Tuberculosis, Pleural;Scleroderma, Systemic;Trichinella spiralis;Trichinellosis;Pleural Effusion;Eosinophilia;Fibrinolytic Agents;Streptokinase;Pleural Effusion;Empyema, Pleural;Thrombolytic Therapy;Length of Stay;Heart Failure;Pleural Effusion;Mesothelioma;Pleural Neoplasms;Asbestos;Pleural Effusion;Pleural Effusion, Malignant;Pneumonia, Mycoplasma;Pneumonia, Pneumococcal;Pleural Effusion;Deep Learning;Pleural Effusion;Chemokine CXCL10;Chemokine CXCL16;Pneumonia, Mycoplasma;Dasatinib;Protein Kinase Inhibitors;Pleural Effusion;Carcinoma, Non-Small-Cell Lung;Pleural Effusion, Malignant;Lung Neoplasms;Pneumothorax;Pleural Effusion;Kidney Neoplasms;Bacteremia;Empyema;Pleural Effusion;Shewanella;Pleural Effusion, Malignant;Catheter-Related Infections;Coinfection;Pneumonia, Mycoplasma;Pleural Effusion;Pleural Effusion;Renal Insufficiency, Chronic;Psoriasis;Interleukin-1;Pleural Effusion;Pleural Effusion;Pneumonia;Acute Kidney Injury;Heart Failure;Organoids;Pleural Effusion, Malignant;Mesothelioma, Malignant;Mesothelioma;Cisplatin;Multiple Myeloma;Pleural Effusion;Pleural Effusion, Malignant;Choriocarcinoma;Hydatidiform Mole;Kidney Neoplasms;Pleural Effusion;Uterine Neoplasms;Pancreatitis, Acute Necrotizing;Pleural Diseases;Pleural Effusion;Respiratory Tract Fistula;Carcinoma, Non-Small-Cell Lung;Lung Neoplasms;Pleural Effusion, Malignant;Connective Tissue Diseases;Pleural Diseases;Tomography, X-Ray Computed;Pleural Effusion;Pneumothorax;Pleural Diseases;Pleural Effusion;Asbestos;Pleural Neoplasms;Pleural Effusion, Malignant;Pleural Effusion;COVID-19;Pleural Effusion;Lung Diseases;Nocardia Infections;Pleural Effusion;Pneumonia;Pleural Effusion;Community-Acquired Infections;Breast Neoplasms;Pleural Effusion, Malignant;Lung Neoplasms;Adenocarcinoma of Lung;Mesothelioma;Cytodiagnosis;Biomarkers, Tumor;Leukemia, Lymphocytic, Chronic, B-Cell;Pleural Effusion;Cardiac Catheterization;Fontan Procedure;Heart Defects, Congenital;Postoperative Complications;Radiography, Thoracic;Pleural Effusion;Pleural Effusion;Pneumonia;Empyema;Cysts;Lemierre Syndrome;Empyema, Pleural;Pleural Effusion;Fusobacterium Infections;Chylothorax;Pleural Effusion;Leukemia, Myelogenous, Chronic, BCR-ABL Positive;Down Syndrome;Pleural Effusion;Noonan Syndrome;Pleural Effusion;Lymphatic Abnormalities;Lymphatic Vessels;Pleural Effusion;Heart Defects, Congenital;Pleural Effusion;Heart Defects, Congenital"

tracheitis,"Swine Diseases;Tracheitis;Bronchitis;Tracheitis;Respiratory Tract Infections;Pneumonia, Ventilator-Associated;Bronchitis;Tracheitis;Herpesviridae Infections;Viral Vaccines;Poultry Diseases;Herpesvirus 1, Gallid;Tracheitis;Tracheitis;Pneumonia, Ventilator-Associated;COVID-19;Aspergillosis;Bronchitis;Tracheitis;Pulmonary Aspergillosis;Invasive Pulmonary Aspergillosis;Pneumonia, Ventilator-Associated;Bronchitis;Tracheitis;Tracheitis;Aspergillosis;Bronchitis;Diabetes Mellitus;Tracheitis;COVID-19;Tracheal Stenosis;Colitis, Ulcerative;Tracheitis;Bronchitis;Bronchitis;Tracheitis;Cat Diseases;Aspergillosis;Tracheitis;Bronchitis;Connective Tissue Diseases;Turtles;Ranavirus;Tracheitis;DNA Virus Infections;Bronchitis;Tracheitis;Tracheal Diseases;Bacterial Infections;Tracheitis;Cat Diseases;COVID-19;Diabetes Mellitus, Type 2;Hypertension;Tracheitis;Virus Diseases;Adenocarcinoma;Bronchitis;Radiation Pneumonitis;Tracheitis;Bronchitis;Empyema;Pulmonary Embolism;Tracheitis;COVID-19;Prostatic Neoplasms;Tracheitis;Bacterial Infections;Bronchitis;Pneumonia, Ventilator-Associated;Tracheitis;Bronchitis;Bronchopneumonia;Pharyngitis;Respiratory Tract Infections;Tonsillitis;Tracheitis;Airway Obstruction;Tracheal Diseases;Tracheitis;Aspergillosis;Bronchitis;COVID-19;Respiratory Distress Syndrome;Tracheitis;Aspergillosis;Bronchitis;Cheese;Tracheitis;Tracheitis;Bronchitis;Pneumonia, Ventilator-Associated;Tracheitis;Bronchitis;COVID-19;Pneumonia, Ventilator-Associated;Tracheitis;Bronchitis;Tracheitis;Bronchitis;Respiratory Tract Infections;Tracheitis;COVID-19;Laryngitis;Mastoiditis;Otitis Media;Tracheitis;Coinfection;Herpes Simplex;Tracheitis;High-Throughput Nucleotide Sequencing;Laryngectomy;Colitis, Ulcerative;Mediastinitis;Tracheitis;Epiglottitis;Peritonsillar Abscess;Retropharyngeal Abscess;Viral Tropism;Cystic Fibrosis;Tracheitis;Chickens;Microbiota;Air Pollutants;Air Pollution;Tracheitis;Airway Obstruction;Aspergillosis;Bronchitis;Tracheal Stenosis;Tracheitis;Herpesviridae Infections;Herpesvirus 1, Equid;Varicellovirus;Acinetobacter baumannii;Bronchitis;Pneumonia;Tracheitis;Bronchoscopy;Colonoscopy;Aspergillosis;Diarrhea Viruses, Bovine Viral;Herpesvirus 1, Bovine;Tracheitis;Virus Diseases"
thrombocytopenia,"Dog Diseases;Thrombocytopenia;Anemia;Piroplasmida;Drugs, Chinese Herbal;Serotonin;Thrombotic Microangiopathies;Granulomatous Disease, Chronic;Purpura, Thrombocytopenic, Idiopathic;Pharmacovigilance;United States Food and Drug Administration;Adverse Drug Reaction Reporting Systems;Data Mining;Purpura, Thrombotic Thrombocytopenic;Intensive Care Units;Plasma Exchange;Purpura, Thrombotic Thrombocytopenic;Plasma Exchange;Pregnancy Complications, Hematologic;MicroRNAs;Matrix Attachment Region Binding Proteins;Th17 Cells;T-Lymphocytes, Regulatory;Stromal Interaction Molecule 1;Purpura, Thrombocytopenic, Idiopathic;ADAMTS13 Protein;Purpura, Thrombotic Thrombocytopenic;Thrombocytopenia;Fibrin;Still's Disease, Adult-Onset;Atypical Hemolytic Uremic Syndrome;Complement Factor H;Splenectomy;Laparoscopy;Robotic Surgical Procedures;Splenic Diseases;Purpura, Thrombocytopenic, Idiopathic;Delphi Technique;Consensus;Small Cell Lung Carcinoma;Lung Neoplasms;Bone Marrow;Brucellosis;Thrombocytopenia;Thrombosis;Sjogren's Syndrome;Purpura, Thrombocytopenic, Idiopathic;Sjogren's Syndrome;Plasmapheresis;Purpura, Thrombotic Thrombocytopenic;Rituximab;Purpura, Thrombocytopenic, Idiopathic;Diagnostic Errors;Arthritis;ADAMTS13 Protein;Purpura, Thrombotic Thrombocytopenic;Purpura, Thrombocytopenic, Idiopathic;Pyrazoles;Benzoates;Hydrazines;Hydroxychloroquine;Antirheumatic Agents;Shiga-Toxigenic Escherichia coli;Escherichia coli Infections;Azithromycin;Anti-Bacterial Agents;ADAMTS13 Protein;Purpura, Thrombotic Thrombocytopenic;ADAMTS13 Protein;Purpura, Thrombotic Thrombocytopenic;Recombinant Proteins;Capecitabine;Thrombocytopenia;Oxaliplatin;Colorectal Neoplasms;Antineoplastic Combined Chemotherapy Protocols;Purpura, Thrombocytopenic, Idiopathic;Deoxycytidine;Gemcitabine;Thrombocytopenia;Cisplatin;Antineoplastic Combined Chemotherapy Protocols;Megakaryocytes;RNA, Long Noncoding;Cell Differentiation;Thrombopoiesis;Blood Platelets;Mice, Knockout;Dual Specificity Phosphatase 6;Carcinoma, Hepatocellular;Liver Neoplasms;Blood Platelets;Thrombopoietin;Blood Platelets;Lupus Erythematosus, Systemic;Purpura, Thrombocytopenic, Idiopathic;Abnormalities, Multiple;ADAMTS13 Protein;Endothelial Cells;Stress, Mechanical;von Willebrand Factor;Myelodysplastic Syndromes;Leukemia, Myeloid, Acute;Percutaneous Coronary Intervention;Inflammation;Thrombocytopenia;Blood Platelets;Purpura, Thrombocytopenic, Idiopathic;Mesenchymal Stem Cell Transplantation;Mesenchymal Stem Cells;Thrombotic Microangiopathies;Biosimilar Pharmaceuticals;Drug-Related Side Effects and Adverse Reactions;Thrombocytopenia;Leukopenia;Drugs, Essential;Anemia;Purpura, Thrombocytopenic, Idiopathic;Thrombocytopenia;Anticoagulants;Antithrombins;Heparin;Hirudins;Peptide Fragments;Recombinant Proteins;Thrombocytopenia;Purpura, Thrombocytopenic, Idiopathic;Pyrazoles;Heart Valve Prosthesis Implantation;Aortic Valve Stenosis;Bioprosthesis;Heart Valve Prosthesis;Thrombocytopenia;COVID-19;Purpura, Thrombocytopenic, Idiopathic;Purpura;IgA Vasculitis;Purpura, Thrombotic Thrombocytopenic;Sirolimus;Purpura, Thrombocytopenic, Idiopathic;Purpura, Thrombotic Thrombocytopenic;Pregnancy Complications, Hematologic;Vasospasm, Intracranial;Dog Diseases;Thrombocytopenia;Cat Diseases;Isoflavones;Thrombocytopenia;Platelet Factor 4;Thrombocytopenia;Immune System Phenomena"
